20090714182601AAo4P6r,How can I find a coach I had last year.......?,1
20120211131449AAF2idT,can u please help me on math problem i need to show step for step?,0
20090310194301AAPYWSu,am i too underweight?,1
20070618135416AAm0S3P,Do Conservatives practice what they preach?,1
20111018220945AACuSm1,WIFE TOLD ME IT'S OVER WANTS TO DATE OTHER MEN?,1
20080527084832AAi0fiP,I have windows xp 32bit when i was playing a game it crashed i checked my performance tab it said peak 2.7GB?,0
20060708063737AA5PH6m,what can u use to cure or avoid urinary bladder infection?,0
20091221213850AAuK5WP,"We are married, in love, but living separately?",1
20100715153313AAVhWXc,BB - Dave discussing Josie's weight?,1
20150820021731AAbtNzf,A weight lifter raises a 175 kg barbell to a height of 1.95 m. What is the increase in the potential energy of the barbell?,0
20061208055140AAokcgL,he told me that he's flirting with me. does that mean he likes me?,1
20160726165411AARemRR,middle finger sore after smoking?,0
20111124175021AA3AnAJ,Free sheet music for someone like you by adele?,0
20110729112140AApYTvx,is chewing gum everyday bad for your health?,0
20070624005249AAnCIxk,"In your opinion, which metal band?",1
20090624213343AA6KgRa,if humans didn't exist what would God's purpose be? And is God existence dependent on human life?,1
20080206183602AAkB70P,any 1know program like messenger and skype i need anther 1 help plz?,0
20141010114226AAbCqRG,"How to fix TV volume, internal problem?",0
20090314091718AAzsXyU,i am 5days delayed but i'm taking progesterone hormone.i've checked but it shown negative.why?what will i do?,0
20070630122808AAawYfL,Are journalists just professional sh!t stirrers and gossips?,1
20080616040259AA1oXhO,what is brujah???,0
20110828090003AArkJ9t,"Thoughts on these names, rate?",1
20140823005249AAhj5SR,Why does my hair fall out everytime i do an oil treatment?,0
20151006025128AAAEb9F,Will my Dell Lattitude E6400 laptop support a dedicated GPU?,0
20060922150758AAGIWxq,Friday afternoon.... what are you planning to do with your week-end?,1
20130924083641AAF4jwN,How do I correct this to make the program run?,0
20071001071537AAHUZSy,I was asked to return to my home town and give a speech to HS students about diversity.....?,1
20080805165709AAQA6SC,i'm not ready to date right now??,1
20120505062749AAJcUAX,I often have similar dreams about this boy.. explain?,1
20091112164021AAjhNpW,What was it about the 1976 Flu vaccine that triggered Guillian-Barre Syndrome?  Has that flaw been corrected?,0
20120414143901AAKsbj6,Is it illegal to set up a portrait photo stand in a downtown area?,0
20100414091356AA7Blu2,iM Confuse to Wether iM bi Or Gay.?,1
20140213140223AA4Rum9,Can I save my apps and info on them to another ipad?,0
20110316142801AAouTod,How many (what percentage) of people eat unhealthy?,1
20080909063258AAC99Xj,"Trading my entei ,mewtwo ,raiku?",1
20101107160152AAUGdNP,how do i get rid of a cold sore on the side of my mouth?,0
20111029075747AAbKlq1,How optimistic and how realistic can you be in life?,1
20081025005805AAsYiMN,My DVD PLayer can read all disk format except DVD format ?,0
20120623052906AAhZZkL,Facebook is not working on my macbook!......?,0
20130329104944AA3YKYA,how to make my interactions and mentions work on twitter?,0
20150803093751AAvFXwS,"I had only one love in my life, l can love again?",1
20121103181939AAXxJQa,what type of lesbian am I?,1
20150118231351AAr6YmL,What to do when someone punchs you in the back of the head?,1
20080721161313AAD2s9z,What can I do about this? Annoying Mother in Law?,1
20070518145342AAtLqLS,I'm thinking of getting a suit but?,1
20130331190835AArputm,What are funeral slideshows called?,0
20080627035141AAmy5tz,what do i do when my dvd rw writer cant write files on my sony dvd-r 120 mins/.  help asap?,0
20120529112729AArJO9a,HOW TO UPDATE SAMSUNG GALAXY NOTE USING PHONE ONLY..?,0
20120329112323AAcLXUE,Does he like me? He's shy? What do I do?,1
20071101135804AAMnLks,is it possible to download software applications from Ares or Limewire without getting a virus?,0
20100624154857AAdGYyF,A square with a side of 10 is increased to a side of 12. By how much is the diagonal increased?,0
20080929115616AAy5IfR,what temperature should i set my oven to make about 7 baked potatos?,0
20131008170608AAqM0J1,What happened to the Falcons?,1
20090329143704AAbqc2U,How would you write galatians 2:20 from the bible in roman numerals?,0
20111221045426AAZpE31,Baby tooth or Adult tooth?,0
20081107064018AAXJSLH,Are people blaming Obama for the ?,1
20110718152052AALwk9Z,"No power to my windows, ac, radio, or radiator fan, why?",0
20080107041238AAn4tP6,Considering Prime Cause and resulting effects...is it possible?,1
20100328080904AA8aXBq,iPod Touch or Sony Walkman? Is the iPod Touch really that amazing?,1
20111206035046AAxBEs8,Relationship advice.. I'm falling in love?,1
20100629224431AA5xj2E,Acid and bases clarification..?,0
20160801013435AATbE28,Can the tools we use to enhance our perception of reality improve indefinitely?,1
20100501072823AAaPEt6,What is my -350 Eyeglass Prescription translate into a contact prescription?,0
20100212163333AAxpDzv,Can I run an ICS on my computer  and a wireless router at the same  time?,0
20090421132132AALWU7s,"If I am pregnant, how far do I know how far along I am?",0
20080916150929AAD75zB,growth for 15 year old ? please help ?,1
20140217023550AAzDZFZ,Friends with Benefits Situation?! I need advice?,1
20111013192024AA7ztOH,I need a name???? PLEASE HELP?,1
20131212143317AAidOFr,canon rebel t5i ... video help?,0
20111231235148AAVcVTR,what do you consider a 14 year old?,1
20081006140924AAHFvsY,pro evo 09 or fifa 09?,1
20070902144251AAafMbQ,Math: 3x + 15 / 7 + x + 28 / 5 = 9?,0
20140824172703AAOVona,How do I report what I believe is a fraudulent e-mail from Yahoo?,0
20130319180723AA5aiLj,"In of mice and men, Is the old man Candy?",1
20091115155651AAxAqZP,Forever21 pants fitting?,1
20110218111043AADsEHo,Will Liberals finally succeed in doing what so many others have tried to do....the?,1
20110302075916AAPmMzy,how do i know if i have a warrant for my arrest?,0
20120208024551AA5N80v,Please Simplify :2xy(3x + -4y + 5) + -1xy(y + -3x + 2)?,0
20070505082644AA1Uvj1,what do i do about this?,1
20070817023947AASOSCt,Fancy Dress ideas for Bestival?,1
20101112181826AAOHzQC,Should I take her back as a friend?,1
20160422172714AAR6czs,When will my Refund show up on my Capital One Credit Card?,0
20090920115152AAyg5lT,"I'm really ill, Whats wrong with me?",1
20110611161300AAhzMYL,Is America the only place with shitty jobs?,1
20110704124926AAACk5M,Are there any Soul Eater conventions?,0
20121018051848AAxfBP4,Does conservapedia have a liberal bias?,1
20070526115557AALSK6X,Now read this freestyle poem for some of yall.?,1
20080406193454AAACNle,my nose ring sunk in and now I have a hole in my face SH!T!!!  Please HElp?,0
20090703113605AAXw5Wz,Where can I find uncrowded surfing in Africa?,0
20100915005242AA0jBCr,deflon 500 in DVT treatment?,0
20110822131008AAgpVmB,should i take him back does he want me ?,1
20120828223034AAgAnvz,Any advice for situation with bitchy girls?,1
20070403104016AAjk8CH,How tall is Blake Lively???,0
20070713215738AApGt1L,"Why should I tip anyone when they get wages? I'm a teacher, my students don't tip me for a good lesson!",1
20090401121713AAkDdIE,What will happen when we run out of lolliepops?,1
20120731054125AAYsNnR,Help ?????? About this girl?,1
20141012202609AAvX6KB,My dog is whining and I don't know why.?,0
20060822102316AAmHUi2,how can i get high with house stuf?,0
20061113163827AAIHlvj,history sites of your family surname?,0
20070405173138AAXLkhu,What animals are ferrets related to?,0
20110804104955AAucT9m,Did the left fight spending cuts merely because the TEA Party suggested it? Or is there another reason?,1
20130306085315AAOpj7p,Will People who are in debt to payday loans get refunds or compensation once they shut?,1
20070714123216AACy7Dn,Why is TNA greater then WWE?,1
20071110125636AA9OyQT,HELP!!! GIRLS and GUYS ADVICE PLEASE!!!!!!!!!!!!!!!!?,1
20111012184400AAg6WU1,"Can the word ""that"" be the subject of a sentence?",0
20120121160847AAvKkqv,Husky pup eye colour?,0
20151019094928AAr9y2Z,Braces not allowing chewing?,0
20061201091138AAFLboM,What happened to my access to Newsgrups?,0
20110613184759AANLcuP,Heart Disease?? 18 years old?,0
20151208100231AAzki83,"What are some examples of anime movies and anime series with exceptional, unique, groundbreaking approaches to storytelling?",1
20130514143627AACR3uW,What is the percentage of my course grade?,0
20160601010525AAPtqgh,Is it illegal for teacher to go through your snapchat if you are in trouble for possible chances?,1
20100321101919AA0YAWN,Anyone else excited about CM Punk vs. Rey Mysterio?,1
20130406084054AAGUe5J,How can I get a MARRIAGE CERTIFICATE From HONDURAS?,0
20071113163014AAyYDIo,igneous rocks?,0
20090805221341AAnFT7q,Why won't myspace let me approve my photo comments?!?,0
20101122115408AAca4mi,whats wrong with my laptop?,0
20110811073713AA7hvoq,"I have a Mac Powerbook. My internet seems fine, except for when I watch YouTube. It always stops. Why?",0
20150112050648AADSZQh,i cant stay in at my yahoo account?,0
20090720003224AArWN6s,How do you know when a guy just wants to get in your pants?,1
20100402201735AAqd03c,"What does ""she's a corpse"" mean?",0
20130328121849AAH0KJM,"In your opinion, what is the meaning of love?",1
20090114150057AAZ5ERr,how do i reboot my whole computer (operating system)?,0
20111226141851AAiErUP,"What does a girl mean when she says she feels ""deep"" when talking to you?",1
20121106181712AAtKYPy,Why after starting my 36 gallon bow front fish tank is it cloudy?,0
20150523091600AARs6DZ,Is my nose flat?,1
20061202173835AAPKupR,how is singapore different to australia?,1
20081220154519AAOoZzA,how do you pronounce this name?,0
20090626200041AACCtnT,Anybody else hate the month of June?,1
20091216190110AAe7UDy,Why K2O2 is possible and KO is not in terms of atomic structure? (10 points)?,0
20110118153037AAXZxfg,phenomenon in which products of a hybrid cross are hardier than either of the species that produced them?,0
20110501095545AApJUex,Am i too late to open the chest in the hero's cave? (fable 2)?,0
20061110182857AANro56,why Wont men Date girls with kids?,1
20070701215041AATzCjD,"Should I investigate, or let him slip up?",1
20120429094518AAaKF7T,where is the best place to sell antique silverware?,0
20131016145642AAwA7s8,What % of the world is gay?,1
20060710110225AA38liA,"as far as im concerned germans the war is forgotten ok, lets be boys again?",1
20060713192642AAWNsbt,I am looking for Estee Lauder products in India . Where do I get those ?,0
20070407115212AArIL6s,Wrestlers hitting fans and fans hitting wrestlers?,1
20090313135134AAr63w5,heat protection for my hair.?,0
20061015190821AA8p8qd,i need to know sites about the babyshowers?,0
20080708075935AAzZ3k8,who thinks fur is murder?,1
20080805094817AAXR8XD,"I've been crying since last night, help me get him back?",1
20091022101654AAJjQ6q,Did you hear about my buddy Bill Fold?,1
20100612233751AAqY1WW,Would It Be Bad To Drink Energy Coffee Drinks&&Monsters With Mood Stabilizer Medication?,0
20120209120227AAjITVA,10 points 2 questions. Kind hearted mathematician wanted c:?,0
20061208092541AA2yUMX,My daughter is 3 months old...?,0
20071015162624AA1041I,"Could someone please explain to me what programming ""naming standards"" are & how they differ in diff languages",0
20080702085409AAnGhuX,what kind of lawyer do I need?,0
20121027073005AA5ZQiX,is there anything i can do to keep my navel piercing from rejecting?,0
20141003132029AA0EiPQ,Is there a way i can see which video from youtube i watched most times?,0
20160318194029AABQRBP,I'm mixed and I only really like white guys is that ok?,1
20070611192741AAeO4p4,"which car is the best: the Nissan Altima, Toyota Camery, or the Honda Accord?",1
20080616171139AAjlWQw,jack johnson sightings?,1
20081025135318AAqXDP6,Diarrhea in healthy cat?,0
20090929174609AAsLzer,What is the derivative of f(x)= 2cos(sin(x^4))?,0
20100514092423AAGSLq0,"Religiously speaking, should America keep strictly defining accepted gender roles?",1
20110701110111AAu1mVs,"how to unlock the door at sootopolis city gym, and the door at sky pillar in pokemon emerald?",0
20140310152106AAIO6X7,Why does the mere thought of making a pot of coffee make me want to poop?,0
20160507220941AAEeF1M,"Is there public transport from Montreal to Rockland, Maine?",0
20070114013519AAQSOz8,can anyone turn my frown upside down??,1
20061001125252AAVHAPx,why would someone say all vagetarians are gay?,1
20080622114952AAl59Bv,can limestone screening be compacted with a hand tamper?,0
20090618165055AAgNlmf,BB - Who in your opinion is the most genuine housemate ?,1
20090723232503AAFBi5W,"Have you been to Hungary? If so, what was your impression?",1
20100330125008AAC3ipw,How can you tell if your dog has arthritis?,0
20080623215057AAXsDUk,Am I too short for the army or marines?,0
20100717220532AAiaUZi,Which side to wear my evil eye bracelet on?,1
20111229124333AAvpRft,What is the UK average inflation?,0
20121202141919AAPewtd,Website about cost to maintain various cat breeds... can you help me find it?,0
20141226061254AAbE2C2,Merry Christmas! I just got back from hospital but I need help! I don't know why this happened but I feel at fault? I feel so bad?,1
20090520094235AA5WS8X,"What weighs more, the Bible or the Koran?",0
20160519134311AAOwczX,Why do atheists deny that Jesus existed?,1
20070104090226AAAN2AV,Is taking Whey Protein bad for me (im 17)?,0
20081123061410AAnUR8E,"A cheap, nice bass boat with a livewell?",0
20100928230709AAlOFNe,"Titanic Story, Would he be my second great grandpa?",1
20120811144204AAmpD0q,Bettering my chances of getting pregnant?,0
20070131161751AAUUzg2,i was im lost contact cant get back on yahoo?,0
20071207055706AAIqxK2,Ever been dumped by a taurus?,1
20090401230158AAdrYRs,Command Prompt: List users on the same network as you?,0
20110614174200AAZfTjZ,What would be the best way to go about dumping a girl before you go to college?,1
20140321100107AAhBOeW,implantation bleeding or weird period?,0
20060621231056AA0g6g9,Asian women are able to dually have an image of a virgin and really are DP masters? How do you do it?,1
20081110225410AAFiP70,What is an ant an intelligent species?,0
20100811162623AAytrQI,What is the blood pressure of an average 17 year old girl?,0
20110927084010AAtRgaS,is this diet plan fine?,1
20150602211651AAY6AMA,How soon can I choose to refinance our car?,1
20061226181542AAkZZuX,Best States to live with autistic children?,1
20090805071948AAUkBsL,"Spiritually Wondering, what is a practical way of fixing the problems in the world?",1
20100519115503AAmoDkm,"what do people mean when they say they have ""islands"" in their houses?",1
20150306104744AAu8HaQ,Seen but no reply?,1
20150606232910AAtgD0s,HOLY $*#@! My luck!?,1
20090407064957AA6TUgN,Help with spanish!! Easy 10 points!?,0
20120617060522AAeDvLa,is there a shuttle from pilar village las pinas to ortigas?,0
20130904050905AA30Ewc,What do you think of all boys schools?,1
20150603134739AAeITTl,Advice after high school . . .?,1
20070827205516AAhz2HM,wow  John Cena holding up a sign that said  IF CENA WINS,1
20080616142547AAQPZb5,Another question on Abuse..?,1
20090609063502AAK0jrN,How do i make my room tidy within less time?,0
20130805152728AABL77q,What am i doing wrong with my shaving?,0
20130909121305AAPlxZV,Will Saturday Night Live poke fun of President Obama in their upcoming season?,1
20140824195107AAWjHKv,Would the historical Jesus bless a homosexual commitment ceremony? Would he call it marriage?,1
20090529233906AAsJVGC,"What is the difference between Asians, and East Indians?",1
20100713122059AAI9Tws,Whats the square root of 56?,0
20120921090507AAaU2q5,What is the best way to get rid of fleas and keep th away for good?,0
20070821143241AAVFb1D,"How do I take an image from one picture,too copy it onto another picture?",0
20080908194147AAd6UBt,"Is McCain gonna give the 9/11 victims families the answers they seek, when he gets elected?",1
20110605172454AA5qvqz,what are the four components of the theory of natural selection.?,0
20070326150222AAJbx4m,"My boyrfriends penis has a purplish spot, size of about a pencil eraser. Any idea of what it could be?",0
20081217180154AAFgham,Should the Bush Administration be charged?,1
20090314080759AAssnzd,"I  don't know what to do, Please help I need, a quick answer!!!!?",1
20090530184238AAVD8dy,"How can a person make a full effort to do right,?",1
20090714045408AAhCpHE,Need help on determining the place value part of this question?,0
20091220144515AAR33x7,"I'm actually still pregnant, but I want a big family is it easy to get pregnant right away again?",0
20100711112901AALPdGE,I had a bee/yellow jacket nest in my grill.?,0
20110211171215AA2J9ZY,"Why don't American cities have Mexicantowns like they have Chinatowns,?",1
20110816135222AAtKicV,How to get beaming bright white teeth like celebs teeth?,0
20111209060727AACVaNn,Is 400 HK DOLLARS enough pocket money for a visit to HongKong?,1
20111214140209AAdbIO7,does he like me please help?!?,1
20150305173001AAVSpSI,Should Dred Scott have been free or not?,1
20090817125314AApYCqc,Would you date? (girls only)?,1
20161004154258AAdNci6,Why do most black people have fat or bloated stomachs?,0
20071227182019AAXMxuT,"Dog problem, HELP [im sick of this]?",1
20081221131032AAA73Ez,What is this move called and how do you do it?,0
20070923175843AAWVPOR,What words or phrases come to your heads when you think of high school?,1
20131106180826AABFEYY,How to repair a hole in carpet?,0
20121022235058AAlXgig,CANADIAN STUDENT VISA APPLICATION AFTER REJECTION?,0
20121203083918AAzfEt3,Up to what age do men continue to grow in height?,0
20100521154211AAdjaDW,how can i increase/improve my reflexes?,0
20121206204805AAFJqn0,How to use 'minding my own business' in a sentence?,0
20150619045251AADWk2t,How many of you are proud to have manboobs?,1
20090303184936AASSe7R,i need help on spanish plz?,0
20070902140323AAMdhXL,Looking for opinions on a fight?,1
20090617183151AAzQoph,Why does my kitty lift up her rear end?,0
20120203135648AApaKYe,Is zumba a good exercise for women over 55?,0
20090812133255AA5Ifga,why do People hate Kyle Busch?,1
20141213085248AA0t6ZV,Dark souls help needed?,0
20120606195415AAQH2kQ,Shear stress and modulus of elasticity question?,0
20150130224035AAQ4tyl,I'm getting a puppie in a couple of days and i have questions?,0
20130706081533AAPdzvS,Why are Some English people ignorant? Almost every time I come here for answers about America.?,1
20121221182907AANay8K,Where to buy chocolate wet N wavy weave?,0
20080922124901AAY2TED,How can I get someone arrested for trepassing and threatening me & makingg sure they go to jail?,0
20131024143442AAQPE6d,How to avoid a party bust?,1
20090917182537AAuMFGd,How do you make new friends?,1
20080822232650AAqE0pb,How do you determine precipitation between two compounds?,0
20080227233235AAGLOZO,I need a song for my fiancee!  My love is in the Army and I can't see him.?,0
20120824041706AA4WtIH,Can a Mahindra Bolero 2WD be converted into a 4 wheel drive? If possible how ?,0
20070301120121AAOeNMF,"My neighbour Pippa Strelle, keeps doing somersaults and flik flaks on a masonry support. Does this mean she -?",1
20100322073621AAPHO2Y,is there a posibility that snow will fall on april in pittsburgh?,0
20090508212231AAY3T9c,"whats the rap song that goes  sorta like: ""hey oh hey oh  jump around...? All up in  my...? I must of been...?",0
20070411133635AAgA5w3,What about Roanoke Va?,0
20090802020815AAB7UjA,Has anyone heard of a band called 'Haunts'?,1
20110620160844AAW5OMN,How can a Sony PlayStation 3 damage a Sony 3D tv's LED?,0
20110902111736AA0zB7c,how can i get my girlfriends parents to like me ?,1
20150323135930AAcaIwB,Certegy was spun off by Equifax. What was the opening price of Certegy on 7/9/2001?,0
20151216081933AAcQPcU,Can evolution and Christianity really coexist or does there not being an Adam and Eve make Jesus's sacrifice meaningless?,1
20130227152247AAzIocY,Teens: Are you afraid of failure?,1
20151121162123AA8Rnvs,What are all the ways i can protect my laptop from hackers when ever i use public wifi?,0
20080124125033AAFFcqO,Is short hair sexy??,1
20120828135816AAQVbFM,Could I be pregnant or just getting my hopes up?,0
20081008083852AAgpLih,What's your favorite way to prepare shrimp?,1
20110105135711AADSEMj,Good site for teaching acoustic guitar?,0
20101030231256AAyWd5m,Why Am I Seeing Shadow People?,0
20110130231247AAWHIMV,If I want to get a job in the FBI or CIA when I am older what should I get into the ARMY?,0
20160322014606AA2eR7E,Are Labour court effective in India especially in Mumbai?,0
20070502134438AAYCS7G,"This is a sports question, will The Jacksonville Jaguars make it to the playoffs, this upcoming season?",1
20130626095437AAfwQVR,I have a flat stomich I weigh 122 and want to start doin sit ups to get a six pack how long would it take?,0
20101206135120AAD0fOC,"Pick a middle name- Alexis, Brooklyn, or Marie?",1
20140214162946AAveX56,"Why didn't the dentist cast a crown for me, he just started shoving random sized crowns on?",0
20081128144400AAZqjfM,Did you qualify for an H&R block Emerald Advance?,0
20100524234931AAU0vbI,I am confused about my bridal make up - ambika pillai or lakme ?? or anyone else..?? plz advice..?,1
20120409215846AAW3I6l,Why do people insult other people like you ugly?,1
20090112034851AA0FsZV,GUYS:  What do you like or dislike in bed with a chick?,1
20100104215008AAFP6WC,For anyone who can backflip?,0
20100628113453AAMiqtQ,how do you put a movie that is an avi file in sony vegas 9?,0
20101124134131AAmMXxj,Which name combination do you prefer?,1
20120919162218AAFOrOO,IOS 6 update?!?!?!?!?,0
20111221093624AAINZ5X,Procedure of after getting uae visit visa in india?,0
20100113191841AALjVRA,Why Are So Many New Yorkers Flocking to Evangelical Christian Preacher Tim Keller?,1
20110909082232AA1EZNr,What can i wear to be punk?,0
20130704140150AA4wYTm,"Which is better for playing Wii games and Vitual Consoles, Wii or Wii U?",0
20120613121439AARCi0I,What do Taurus Men think about Scorpio Woman?,1
20110921042152AAqIwzF,can i start fresh in another university?,0
20101213194404AA3eQ3G,he does all this but doesnt want a relationship?,1
20090211090125AAq33hR,How to install Windows XP on my Macbook?,0
20111029185730AAGtMNR,"When you see a homeless guy with a dog, do you feel worse for the guy or the dog?",1
20090808150428AAxa2wh,Can anyone tell me how i can get paid for distributeing monster energy drinks?,0
20131030132430AAxsISd,Purple heels and purple dress?,1
20111016112230AAJc86a,black range rover crashed?,0
20100425184507AAsvdI3,Did Shakespeare usually make his menacing characters redheaded?,0
20061129154131AASAMED,what is that song?,0
20160818034245AAjavtb,"What do YOU call the penis, a dick"" or a ""cock""?""",1
20091023201234AAdpVzs,What was the role of the Church and Papacy during the Early Middle Ages?,0
20090821104211AAonyQo,Can my connections see my yahoo questions i ask?,0
20090508171814AAj6MwP,Cannot connect to d-link DIR-615 router wirelessly?,0
20070421154616AAznH3z,How long does it take before the South Beach Diet kicks in?,0
20090303183334AAl8pmD,Bad mood...i need some music...please no emo/screamo?,1
20121016210058AAnvL0u,Transfer from a UC to Private?,1
20121112223941AAXZYK8,Does the Spyder Fenix paintball gun have a clamping feedneck?,0
20100602095016AA4YL1x,summer ONLINE jobs for teens?,0
20101230172724AAcejoY,My dad accidentally hurt a bird and so?,0
20110404095818AAXkyBr,If marriage is the completion on faith then..?,1
20080105101418AAD4HjT,What is interphase? What makes up and occurs during each part of of Interphase?,0
20080504105823AAhPrtq,Sawmill Probability Question?,0
20120318191314AAGzlTW,What's the best Dragon ball PS3 Game?,0
20110213192103AAPMDmF,The proportion of patients in a large medical database who survived a heart transplant operation is 0.8.?,0
20141029235441AAM3cgi,Can a 32GB flash drive freeze a 4-year-old Acer laptop?,0
20160901162531AAen0ZG,so im trying to learn norwegian &my goal is to eventually learn all the scandinavian languages. any tips on learning quickly & effectively?,0
20101207061138AAKBG45,where is a good place to order pointe shoes?,0
20140927120551AAhELLe,couple pictures ideas?,1
20150614230348AAIT1OW,My mom will never understand me?,1
20101105172217AAIHQBO,Is being able to stick your tongue behind your tonsils rare or can a lot of people do it?,0
20080201144013AAZZhbU,Can you give me a list of all the Disney characters you know?,0
20080606215308AAtPCc9,How do i clean my bare minerals brushes??,0
20080527074838AAJrd0Y,Will my 8 month old be scared in his new room?,1
20121004160407AAUiWpC,What do i say at a job interview?,1
20071116171850AACdyxa,What does it mean when he says he likes you a lot ?,1
20130804144008AAxeEsL,What is good weave for prom?,0
20090201174935AAfb1nQ,How do I set up my turntable to speakers?,0
20071211175825AAAe0Bi,butterfingers or hersheys?,1
20100615121445AAwUCrk,"Do I have to keep employee if he gives notice, California?",0
20110308083547AAEMJQJ,Any tips or advice how to help my sick toddler feel better?,0
20110711190305AAzWrtw,What are the more active and demanding jobs in the Air Force?,0
20110411192045AAnWrts,Boston Celtics 2011 Playoffs (Boston Fans)?,1
20081211161829AAd62jO,What to get a 17 year old for secret santa?,1
20071111175659AAcja9s,How do you make Animations out of youtube videos?,0
20120228090449AALdJQo,Linear Algebra Question (hard)?,0
20130804181858AA1a8DZ,Did Cris Carter and Warren Sapp do cocaine at the Hall of Fame party?,0
20060606161233AA3YP7E,is it a sin?,1
20060606215733AAAwA4d,how do i get a manager cheque in manila without a bank account?,0
20060609121256AAUqhUp,Which country has won the most Miss Universe title?,0
20060609180735AASNZ3v,Do you guys know how to unzip zipped files like .zip?,0
20060611170127AABnCj4,My 2 year old male neutered cat growled and hissed at our new kitten. Will my cat learn to accept the kitten?,0
20060616161444AAyEt2q,How do I let go of the past mistakes of someone so I can plan as in make a parenting plan the future?,1
20060618235652AAEndSL,Where can I buy cabo wabo tequila online?,0
20060619023853AAQPOk1,will india win cricket world cup 2007?,1
20060619184046AAv5Okw,does anyone have a scrolling text html code?,0
20060621140002AAOOap2,If you hosted a dinner party and could choose 5 of the worlds most famous dead or alive who would choose?,1
20060622205401AAK8lkY,what is Special Forces in the Philippines?,0
20060622221252AAL1n65,Will Meredith and Derek get back together on Grey's Anatomy? Should they?,1
20060623003740AAscSnw,when will i know his the one?,1
20060627123532AAaYpHU,anybody listen to underground artists on soundclick?,1
20060627202218AAlHlMP,Is there a gender discrepancy when it comes to intermarriage between Whites and Hispanics/Latinos?,0
20060629040417AA56idt,how can i find out someones email address by knowing there name and surname?,0
20060701183126AA4pvO4,Living in host familycan we have privacy?,1
20060701213839AA0mXtx,What are the different type of angels?,0
20060703052850AAeMO7s,Would it had been better if ArgentinaBrazil & England wouldn't had been out of the WC  so early?????????,1
20060708211352AA6Kzdf,Alexis Gallagher...Male...33(I think)...had a best mate called Vinnie Wade...lived in Colchester.?,1
20060710020350AA7g7jz,How come you dont see small holes in womens titties for the milk?,0
20060716144147AAXBqKJ,"Where does ""the whole nine yards"" come from?",0
20060718183950AAtnU7R,What do the tire size numbers mean?,0
20060720162357AAf1mah,anyone here know me? hint: in the 4th grade i jumped into a dumpster....?,1
20060722050728AAGC7Xu,how do i know where are the trusties in india who help the people when they are ill. please give me the add?,0
20060723031408AAN8tVh,can anybody tell me if any airlines fly to paphos from dublin?,0
20060723211115AAZcYem,Who still uses lard to cook with? Why? / Whynot?,1
20060725131819AAZvy8Z,Why would liberals rather fight terrorism in the USA as opposed to the Mid East?,1
20060726075659AAm7x2L,Did anyone see that motorcycle wreck in Richardson TX right off I75?  Did the guy die?,0
20060728185600AAP0wkB,What do you think of Haitians?,1
20060729223451AA9twdd,What is crime  how can we stop them we NEED Genuine answer or something close to it.. Have a nice day..?,0
20060802013133AAgIUcE,can i start my first salt water with a 55 galln tank?,0
20060803032053AAfrMhR,is jesus is God?,1
20060804130213AA7vROn,im not a looker but i have a great personality what counts more ladies?,1
20060807093605AApKwIY,A few questions about jobs... out of curiosity?,1
20060808165632AABuhbx,Can China Help Pakistan in Defeating its Enemy?,1
20060810012615AAEQ1v3,Do the black panthers have ties with Islamic extremists?,0
20060810061551AATIaRd,what should i do?? girls are so confusing...please help??,1
20060813194339AA2eLYe,When your hair gets wet why does it turn a darker shade?,0
20060814101815AAVmRdj,how to attach two hard disk drives?,0
20060814140405AAgAkXm,HELp plsssssssssssss !?,0
20060814225539AAT3qBj,Do you prefer beaches on the Atlantic Ocean or Gulf of Mexico?,1
20060816063220AAWista,how do i allow my comp. to view web cams nothing works?,0
20060816165859AAMjizW,Like McDonald's Burger King Jack in the Box Wendy's and Carl's Jr. are Judaism Christianity and Islam...,1
20060819053212AAHkRU3,I think pete deserved to win bigbrother do yuo???,1
20060819184740AAlJswQ,Answers please.?,0
20060823122542AAM9D5r,Do you ever get frustrated with scientifically uneducated fundamentalists?,1
20060823142143AAYNQOB,Do you listen to Kevin and Bean in the morning?,1
20060824180448AA4arfu,Even After 8months i still think of my x. We dated for 4yrs long stressful yrs but i miss her dearly.?,1
20060826114603AAuwGQv,Any followers of the reverends & evangelists who said New Orleans was hit for its gay and decadent lifstyle?,1
20060829085138AAQr4yl,How can i send a 700 megabytes compress file to a friend using the internet?,0
20060908003655AA0Zt9N,hi when i write the cmd in the run box the system is going to restart pls provide the solution?,0
20060908125230AADB5p9,Does anyone know any countries in the carribean or south america?,0
20060908222406AATh6Qa,how to change cylinders on home locks? how much does it cost to have locksmith do 5 of them?,0
20060909115041AAUNZin,Which episides is Naruto the first movie between?,0
20060910120107AA5SP4k,what stores do you know sell boatneck tops?,0
20060916034327AAIk0R4,How many had affairs before marriage and then?,1
20060916062419AABgsZu,I don't think the Pope should visit Turkey now because Turkish Muslims don't deserve to have such an eminent,1
20060916230716AAdj3cl,Any gift ideas for an 82 year old man?,1
20060919000944AAQE2zD,what causes itchy skin  ?,0
20060921161906AA0nzaO,What is that new Pussy Cat Girl Song Called W/P. DIDDY???,0
20060922201232AADkBmY,Please Answer my Question!!! Health Question!!?,0
20060926165840AAUOztq,where can i keep up with the laws?,0
20060929150626AAqTEG6,why does it take sooo long...?,1
20061001164207AA9ZQWY,2 girlfriends 1 love i cant break up with them HELP!!!!!!!?,1
